char_id,gender,morph_key,morph_id,morph_value,height_cm,shoulder_width_cm,hip_width_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,neck_circ_cm,bicep_circ_cm,forearm_circ_cm,mid_thigh_circ_cm,calf_circ_cm,upper_arm_length_cm,forearm_length_cm,upper_leg_length_cm,lower_leg_length_cm
sens_abdomen_scale_04_m,male,abdomen_scale,cc embed morphs/embed_torso113,-0.2,179.01,46.89,32.63,87.02,73.74,86.0,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_pectoral_height_08_f,female,pectoral_height,cc embed morphs/embed_torso115,0.8,178.8,47.1,32.76,87.85,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_05_f,female,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.5,178.8,47.03,32.76,87.08,75.46,86.52,30.99,23.99,18.34,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_buttocks_00_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_09_f,female,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.9,178.8,47.1,30.68,87.1,74.02,84.23,30.99,25.73,20.66,43.63,28.89,26.43,24.7,46.0,47.15
sens_musc_back_00_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_10_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,1.0,178.8,47.1,32.76,87.1,74.33,86.37,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abs_line_01_f,female,abs_line,cc embed morphs/embed_torso106,0.1,178.8,47.1,32.76,87.1,75.45,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_10_m,male,abdomen_scale,cc embed morphs/embed_torso113,1.0,179.01,46.89,33.15,87.02,83.96,88.79,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_thigh_08_f,female,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.8,178.8,47.1,34.25,87.1,75.54,89.04,30.99,25.73,20.66,53.12,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_06_f,female,glute_scale,cc embed morphs/embed_torso1,0.2,178.8,47.1,32.89,87.1,75.7,87.54,30.99,25.73,20.66,49.82,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_08_f,female,neck_scale,cc embed morphs/embed_torso110,0.8,178.8,47.1,32.76,87.1,75.46,86.52,34.34,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_09_f,female,abdomen_depth,cc embed morphs/embed_torso111,0.8,178.8,47.1,32.76,87.1,76.75,86.65,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_shoulder_04_f,female,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.4,178.8,47.06,32.76,87.1,75.46,86.52,30.97,25.56,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_builder_02_f,female,body_builder,cc embed morphs/embed_full_body1,0.2,178.77,47.16,33.35,92.01,76.97,88.71,32.12,28.2,21.72,52.55,30.27,26.58,24.87,45.92,47.04
sens_musc_chest_a_06_m,male,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.6,179.01,46.89,32.72,88.16,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_fat_04_f,female,body_fat,cc embed morphs/embed_full_body3,0.4,178.91,47.04,38.6,108.44,111.26,121.17,40.53,34.53,25.78,67.67,36.95,26.43,24.7,46.0,47.15
sens_chest_height_02_m,male,chest_height,cc embed morphs/embed_torso112,-0.6,176.06,46.99,32.72,86.82,75.42,86.45,31.09,25.64,20.56,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_scale_09_f,female,forearm_scale,cc embed morphs/embed_arm2,0.8,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,25.26,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_abs_01_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.1,179.01,46.89,32.72,87.02,75.43,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_ribcage_07_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.7,178.8,47.1,32.76,87.11,73.42,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_muscular_03_m,male,body_muscular,cc embed morphs/embed_full_body6,0.3,179.02,47.07,33.29,90.96,76.46,87.56,32.2,27.09,20.87,51.59,30.05,26.43,24.68,45.94,47.15
sens_musc_waist_03_f,female,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.3,178.8,47.1,32.76,87.1,75.55,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_scale_08_f,female,breast_scale,cc embed morphs/embed_torso102,0.8,178.8,47.1,32.76,105.73,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_00_m,male,glute_scale,cc embed morphs/embed_torso1,-1.0,179.01,46.89,32.07,87.02,74.51,82.61,31.14,25.64,20.57,49.31,28.75,26.43,24.68,45.94,47.15
sens_hip_scale_08_f,female,hip_scale,cc embed morphs/embed_torso2,0.74,178.8,47.1,38.16,87.1,80.47,98.21,30.95,25.74,20.68,54.94,28.89,26.43,24.7,46.12,47.15
sens_skin_ribcage_02_m,male,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.2,179.01,46.89,32.72,87.01,74.8,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_05_f,female,chest_scale,cc embed morphs/embed_torso104,0.25,180.54,47.92,32.76,91.91,75.46,86.52,31.13,25.71,20.66,49.76,28.89,26.33,24.7,46.0,47.15
sens_thigh_scale_09_f,female,thigh_scale,cc embed morphs/embed_leg3,0.8,178.8,47.1,34.93,87.18,76.26,92.61,30.96,25.74,20.68,55.99,28.84,26.43,24.7,46.19,47.15
sens_upperarm_scale_10_m,male,upperarm_scale,cc embed morphs/embed_arm3,1.0,179.01,46.99,32.72,87.09,75.41,86.45,31.14,34.04,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_calf_01_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.1,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.97,26.43,24.68,45.94,47.15
sens_forearm_len_06_m,male,forearm_len,cc embed morphs/embed_arm5,0.2,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.63,20.59,49.61,28.75,26.54,27.03,45.94,47.15
sens_neck_len_06_f,female,neck_len,cc embed morphs/embed_torso109,0.2,179.56,47.1,32.76,87.08,75.46,86.52,30.98,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_scale_08_m,male,breast_scale,cc embed morphs/embed_torso102,0.8,179.01,46.89,32.72,105.65,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_back_10_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,1.0,178.8,47.1,32.76,91.77,76.35,86.52,31.01,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_08_f,female,body_thin,cc embed morphs/embed_full_body5,0.8,178.63,46.62,31.02,80.67,69.77,79.41,29.33,21.31,17.24,42.55,25.44,26.63,24.62,45.81,47.17
sens_musc_back_05_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.5,179.01,46.89,32.72,88.77,75.62,86.45,31.15,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_scale_04_f,female,upperarm_scale,cc embed morphs/embed_arm3,-0.2,178.8,47.1,32.76,87.08,75.46,86.52,30.99,24.04,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_scale_09_m,male,hip_scale,cc embed morphs/embed_torso2,0.87,179.02,46.89,39.07,87.03,81.27,100.23,31.09,25.65,20.59,55.69,28.75,26.43,24.68,46.09,47.15
sens_musc_abs_08_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.8,179.01,46.89,32.72,87.02,75.55,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_abs_07_f,female,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.7,178.8,47.1,32.76,87.1,74.45,86.36,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_a_05_m,male,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.5,179.01,46.89,32.72,87.91,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_calf_04_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.4,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,29.67,26.43,24.68,45.94,47.15
sens_body_builder_07_m,male,body_builder,cc embed morphs/embed_full_body1,0.7,178.61,47.53,34.89,104.66,80.89,94.49,35.5,34.71,24.36,59.71,33.78,26.95,25.29,45.67,46.77
sens_musc_neck_04_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.4,178.8,47.1,32.76,87.1,75.46,86.52,31.03,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_obliques_05_f,female,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.5,178.8,47.1,32.76,87.1,75.58,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_b_06_f,female,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.6,178.8,47.1,32.76,88.77,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_neck_08_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.8,178.8,47.1,32.76,87.1,75.46,86.52,31.16,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_10_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,1.0,179.01,47.02,32.72,87.0,75.42,86.45,31.14,22.34,16.04,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_abs_10_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,1.0,179.01,46.89,32.72,87.02,75.61,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_neck_01_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.1,178.8,47.1,32.76,87.1,75.46,86.52,30.72,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_scale_04_m,male,upperarm_scale,cc embed morphs/embed_arm3,-0.2,179.01,46.99,32.72,87.01,75.41,86.45,31.14,23.97,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_scale_03_f,female,upperarm_scale,cc embed morphs/embed_arm3,-0.4,178.8,47.1,32.76,87.07,75.46,86.52,30.99,22.36,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_b_07_f,female,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.7,178.8,47.1,32.76,89.12,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_obliques_05_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.5,179.01,46.89,32.72,87.02,75.53,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_len_05_f,female,thigh_len,cc embed morphs/embed_leg4,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_neck_05_m,male,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.5,179.01,46.89,32.72,87.02,75.42,86.45,31.2,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_scale_08_f,female,upperarm_scale,cc embed morphs/embed_arm3,0.6,178.8,47.06,32.76,87.13,75.46,86.52,30.99,30.8,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_thigh_10_f,female,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,1.0,178.8,47.1,34.45,87.1,75.58,89.71,30.99,25.73,20.66,54.03,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_00_m,male,abdomen_scale,cc embed morphs/embed_torso113,-1.0,179.01,46.89,32.29,87.02,67.14,84.22,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_len_10_f,female,thigh_len,cc embed morphs/embed_leg4,1.0,201.99,47.1,32.46,87.1,75.46,86.74,30.99,25.73,20.66,49.67,29.13,26.43,24.7,68.38,47.77
sens_musc_chest_c_03_m,male,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.3,179.01,46.89,32.72,87.83,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abdomen_depth_05_f,female,abdomen_depth,cc embed morphs/embed_torso111,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_06_f,female,abdomen_depth,cc embed morphs/embed_torso111,0.2,178.8,47.1,32.76,87.1,75.74,86.55,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_scale_08_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.6,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,33.04,26.43,24.68,45.94,47.15
sens_musc_shoulder_04_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.4,178.8,47.03,32.76,87.1,75.46,86.52,30.99,25.9,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_muscular_02_m,male,body_muscular,cc embed morphs/embed_full_body6,0.2,179.02,46.99,33.1,89.62,76.11,87.19,31.84,26.59,20.77,50.92,29.62,26.43,24.68,45.94,47.15
sens_breast_prox_08_f,female,breast_prox,cc embed morphs/embed_torso101,0.8,178.8,47.1,32.76,88.07,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_height_05_m,male,chest_height,cc embed morphs/embed_torso112,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_love_handles_06_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.6,179.01,46.89,32.72,87.02,77.17,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_calf_00_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_love_handles_07_f,female,hip_love_handles,cc embed morphs/embed_torso107,0.7,178.8,47.1,32.76,87.1,77.53,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_waist_06_f,female,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.6,178.8,47.1,32.76,87.1,75.73,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_scale_00_f,female,upperarm_scale,cc embed morphs/embed_arm3,-1.0,178.8,47.0,32.76,87.04,75.46,86.52,30.99,17.35,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_scale_07_f,female,upperarm_scale,cc embed morphs/embed_arm3,0.4,178.8,46.93,32.76,87.12,75.46,86.52,30.99,29.11,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_height_09_f,female,pectoral_height,cc embed morphs/embed_torso115,0.9,178.8,47.1,32.76,87.95,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_back_04_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.4,179.01,46.89,32.72,88.32,75.54,86.45,31.15,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_shoulder_09_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.9,178.8,46.85,32.76,87.1,75.46,86.52,30.99,26.11,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_love_handles_08_f,female,hip_love_handles,cc embed morphs/embed_torso107,0.8,178.8,47.1,32.76,87.1,77.83,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_prox_09_m,male,breast_prox,cc embed morphs/embed_torso101,0.9,179.02,46.89,32.72,88.33,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_len_09_f,female,neck_len,cc embed morphs/embed_torso109,0.8,181.84,47.1,32.76,87.04,75.46,86.52,30.92,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_05_f,female,body_thin,cc embed morphs/embed_full_body5,0.5,178.7,46.66,31.6,83.03,71.84,81.91,29.95,22.9,18.48,45.18,26.7,26.56,24.65,45.88,47.17
sens_chest_height_04_m,male,chest_height,cc embed morphs/embed_torso112,-0.2,178.03,46.89,32.72,86.95,75.42,86.45,31.12,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_scale_02_f,female,lower_leg_scale,cc embed morphs/embed_leg2,-0.6,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,24.6,26.43,24.7,46.0,47.15
sens_thigh_scale_07_m,male,thigh_scale,cc embed morphs/embed_leg3,0.4,179.01,46.89,33.8,87.07,75.82,89.46,31.12,25.65,20.58,52.7,28.72,26.43,24.68,46.04,47.15
sens_thigh_scale_05_f,female,thigh_scale,cc embed morphs/embed_leg3,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_01_m,male,abdomen_scale,cc embed morphs/embed_torso113,-0.8,179.01,46.89,32.38,87.02,68.77,84.65,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_abs_line_06_f,female,abs_line,cc embed morphs/embed_torso106,0.6,178.8,47.1,32.76,87.1,75.5,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_chest_08_m,male,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.8,179.01,46.89,32.72,85.99,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_calf_08_m,male,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.8,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,24.78,26.43,24.68,45.94,47.15
sens_thigh_len_06_m,male,thigh_len,cc embed morphs/embed_leg4,0.2,183.64,46.89,32.47,87.02,75.42,86.5,31.14,25.64,20.57,49.59,28.8,26.43,24.68,50.41,47.27
sens_forearm_scale_00_m,male,forearm_scale,cc embed morphs/embed_arm2,-1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,14.98,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_len_10_m,male,lower_leg_len,cc embed morphs/embed_leg5,1.0,202.8,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.48,28.54,26.43,24.68,46.39,70.1
sens_skin_buttocks_04_f,female,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.4,178.8,47.1,32.59,87.1,75.16,85.32,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_builder_08_m,male,body_builder,cc embed morphs/embed_full_body1,0.8,178.48,47.54,35.23,107.28,81.73,95.73,36.22,36.1,24.93,61.24,34.55,27.03,25.37,45.63,46.71
sens_musc_abs_05_m,male,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.5,179.01,46.89,32.72,87.02,75.48,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_neck_09_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.9,178.8,47.1,32.76,87.1,75.46,86.52,31.21,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_10_m,male,glute_scale,cc embed morphs/embed_torso1,1.0,179.01,46.89,33.59,87.02,76.97,92.35,31.14,25.64,20.57,49.96,28.75,26.43,24.68,45.94,47.15
sens_abdomen_scale_08_f,female,abdomen_scale,cc embed morphs/embed_torso113,0.6,178.8,47.1,33.02,87.1,80.59,87.93,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_neck_08_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.8,178.8,47.1,32.76,87.1,75.46,86.52,29.01,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_shoulder_05_f,female,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.5,178.8,47.07,32.76,87.1,75.46,86.52,30.99,25.94,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_03_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.3,178.8,47.1,32.76,87.16,75.43,86.49,30.91,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_scale_08_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.8,179.02,46.93,32.72,89.95,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_neck_len_06_m,male,neck_len,cc embed morphs/embed_torso109,0.2,179.77,46.89,32.72,87.01,75.41,86.45,31.12,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_len_05_m,male,hip_len,cc embed morphs/embed_torso4,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_width_02_m,male,chest_width,cc embed morphs/embed_torso105,-0.2,178.96,46.41,32.72,85.17,75.41,86.45,31.14,25.65,20.57,49.61,28.75,26.52,24.68,45.94,47.15
sens_skin_shoulder_03_f,female,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.3,178.8,47.05,32.76,87.1,75.46,86.52,30.98,25.6,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_arm_00_f,female,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_scale_06_m,male,thigh_scale,cc embed morphs/embed_leg3,0.2,179.01,46.89,33.26,87.05,75.62,87.95,31.13,25.64,20.57,51.16,28.74,26.43,24.68,45.99,47.15
sens_skin_neck_06_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.6,178.8,47.1,32.76,87.1,75.46,86.52,29.46,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_len_03_m,male,hip_len,cc embed morphs/embed_torso4,-0.4,178.37,46.89,32.72,87.06,75.37,86.42,31.12,25.64,20.58,49.56,28.75,26.43,24.68,45.87,47.15
sens_shoulder_scale_10_m,male,shoulder_scale,cc embed morphs/embed_arm101,1.0,179.01,46.97,32.72,87.25,75.41,86.45,31.14,28.63,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_len_00_f,female,forearm_len,cc embed morphs/embed_arm5,-1.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.79,20.34,49.76,28.89,25.84,12.94,46.0,47.15
sens_skin_ribcage_02_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.2,178.8,47.1,32.76,87.08,74.84,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_len_06_m,male,hip_len,cc embed morphs/embed_torso4,0.2,179.33,46.89,32.72,87.01,75.44,86.47,31.15,25.64,20.56,49.63,28.75,26.43,24.68,45.97,47.15
sens_neck_scale_07_m,male,neck_scale,cc embed morphs/embed_torso110,0.7,179.02,46.89,32.72,87.02,75.41,86.45,34.03,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_len_00_m,male,forearm_len,cc embed morphs/embed_arm5,-1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.71,20.24,49.61,28.75,25.83,12.93,45.94,47.15
sens_abdomen_scale_06_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.2,179.01,46.89,32.81,87.02,77.1,86.91,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_love_handles_09_f,female,hip_love_handles,cc embed morphs/embed_torso107,0.9,178.8,47.1,32.76,87.1,78.13,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_b_00_m,male,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_scale_04_m,male,chest_scale,cc embed morphs/embed_torso104,0.1,179.72,47.37,32.72,88.93,75.41,86.45,31.21,25.63,20.57,49.61,28.75,26.38,24.68,45.94,47.15
sens_musc_abs_02_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.2,178.8,47.1,32.76,87.1,75.48,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_abs_05_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.5,178.8,47.1,32.76,87.1,75.52,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_b_09_f,female,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.9,178.8,47.1,32.76,89.87,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_waist_02_m,male,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.2,179.01,46.89,32.72,87.02,75.47,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_pectoral_scale_06_f,female,pectoral_scale,cc embed morphs/embed_torso114,0.6,178.8,46.89,32.76,89.25,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_prox_04_m,male,breast_prox,cc embed morphs/embed_torso101,0.4,179.01,46.89,32.72,87.26,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_waist_10_f,female,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,1.0,178.8,47.1,32.76,87.1,76.08,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_scale_04_f,female,thigh_scale,cc embed morphs/embed_leg3,-0.2,178.8,47.1,32.22,87.07,75.26,85.03,30.99,25.73,20.65,48.2,28.9,26.43,24.7,45.95,47.15
sens_body_thin_06_m,male,body_thin,cc embed morphs/embed_full_body5,0.6,178.88,46.73,31.37,82.17,71.11,80.99,29.88,22.29,17.99,44.16,26.15,26.57,24.62,45.79,47.16
