
========== KATEGORİ: Actor Parts ==========
UI İsmi: Eyeball Iris Flatten  |  Kod ID: 2018-07-18-15-33-30_eyeball iris flatten  |  Range: [1.0, 0.0]
UI İsmi: Cheek Bone Height  |  Kod ID: cc embed morphs/embed_cheek3  |  Range: [1.0, 0.0]
UI İsmi: Cheek Hollow  |  Kod ID: cc embed morphs/embed_cheek2  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Cheek/General ==========
UI İsmi: Cheek Bone Scale  |  Kod ID: cc embed morphs/embed_cheek1  |  Range: [1.0, 0.0]
UI İsmi: Cheek Bone Height  |  Kod ID: cc embed morphs/embed_cheek3  |  Range: [1.0, 0.0]
UI İsmi: Cheek Hollow  |  Kod ID: cc embed morphs/embed_cheek2  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Eye ==========
UI İsmi: Eye Scale  |  Kod ID: cc embed morphs/embed_eye6  |  Range: [1.0, -1.0]
UI İsmi: Eye Height  |  Kod ID: cc embed morphs/embed_eye5  |  Range: [1.0, -1.0]
UI İsmi: Eye Width  |  Kod ID: cc embed morphs/embed_eye7  |  Range: [1.0, -1.0]
UI İsmi: Eyes Outer Width  |  Kod ID: 2018-09-03-15-30-08_eyes_outer_width  |  Range: [1.0, -1.0]
UI İsmi: Eye Outer Width L  |  Kod ID: 2018-09-03-15-30-46_eye_outer_width_left  |  Range: [1.0, -1.0]
UI İsmi: Eye Outer Width R  |  Kod ID: 2018-09-03-15-31-12_eye_outer_width_right  |  Range: [1.0, -1.0]
UI İsmi: Eye Outer Inner Width  |  Kod ID: 2018-09-04-13-30-17_eyes_outer_inner_width  |  Range: [1.0, -1.0]
UI İsmi: Eye Angle  |  Kod ID: cc embed morphs/embed_eye3  |  Range: [1.0, -1.0]
UI İsmi: Eye Depth  |  Kod ID: cc embed morphs/embed_eye4  |  Range: [1.0, -1.0]
UI İsmi: Eye Lower Depth  |  Kod ID: 2017-02-05-16-54-21_eye lower depth  |  Range: [1.0, 0.0]
UI İsmi: Eyelid Lower Height  |  Kod ID: 2018-10-01-12-17-08_lower eyelid up  |  Range: [1.0, 0.0]
UI İsmi: Eyelid Lower Inner Height  |  Kod ID: 2018-10-01-11-56-26_eyelid bottom in height  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Scale  |  Kod ID: cc embed morphs/embed_eye11  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Scale L  |  Kod ID: 2018-09-17-15-12-12_eyeball enlarge left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Scale R  |  Kod ID: 2018-09-17-15-08-33_eyeball enlarge right  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Shrink  |  Kod ID: cc embed morphs/embed_eye12  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Height  |  Kod ID: cc embed morphs/embed_eye10  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Height L  |  Kod ID: 2018-09-17-14-50-39_eyeball up-down left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Height R  |  Kod ID: 2018-09-17-14-52-06_eyeball up-down right  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Width  |  Kod ID: cc embed morphs/embed_eye13  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Move  |  Kod ID: cc embed morphs/embed_eye9  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Move L  |  Kod ID: 2018-09-17-14-57-44_eyeball side-side left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Move R  |  Kod ID: 2018-09-17-14-56-41_eyeball side-side right  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Depth  |  Kod ID: cc embed morphs/embed_eye8  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Depth L  |  Kod ID: 2018-09-17-14-58-36_eyeball up-down left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Depth R  |  Kod ID: 2018-09-17-14-59-22_eyeball up-down right  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Eye/Eyeball ==========
UI İsmi: Eyeball Scale  |  Kod ID: cc embed morphs/embed_eye11  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Scale L  |  Kod ID: 2018-09-17-15-12-12_eyeball enlarge left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Scale R  |  Kod ID: 2018-09-17-15-08-33_eyeball enlarge right  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Shrink  |  Kod ID: cc embed morphs/embed_eye12  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Height  |  Kod ID: cc embed morphs/embed_eye10  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Height L  |  Kod ID: 2018-09-17-14-50-39_eyeball up-down left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Height R  |  Kod ID: 2018-09-17-14-52-06_eyeball up-down right  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Width  |  Kod ID: cc embed morphs/embed_eye13  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Move  |  Kod ID: cc embed morphs/embed_eye9  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Move L  |  Kod ID: 2018-09-17-14-57-44_eyeball side-side left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Move R  |  Kod ID: 2018-09-17-14-56-41_eyeball side-side right  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Depth  |  Kod ID: cc embed morphs/embed_eye8  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Depth L  |  Kod ID: 2018-09-17-14-58-36_eyeball up-down left  |  Range: [1.0, 0.0]
UI İsmi: Eyeball Depth R  |  Kod ID: 2018-09-17-14-59-22_eyeball up-down right  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Eye/General ==========
UI İsmi: Eye Scale  |  Kod ID: cc embed morphs/embed_eye6  |  Range: [1.0, -1.0]
UI İsmi: Eye Height  |  Kod ID: cc embed morphs/embed_eye5  |  Range: [1.0, -1.0]
UI İsmi: Eye Width  |  Kod ID: cc embed morphs/embed_eye7  |  Range: [1.0, -1.0]
UI İsmi: Eyes Outer Width  |  Kod ID: 2018-09-03-15-30-08_eyes_outer_width  |  Range: [1.0, -1.0]
UI İsmi: Eye Outer Width L  |  Kod ID: 2018-09-03-15-30-46_eye_outer_width_left  |  Range: [1.0, -1.0]
UI İsmi: Eye Outer Width R  |  Kod ID: 2018-09-03-15-31-12_eye_outer_width_right  |  Range: [1.0, -1.0]
UI İsmi: Eye Outer Inner Width  |  Kod ID: 2018-09-04-13-30-17_eyes_outer_inner_width  |  Range: [1.0, -1.0]
UI İsmi: Eye Angle  |  Kod ID: cc embed morphs/embed_eye3  |  Range: [1.0, -1.0]
UI İsmi: Eye Depth  |  Kod ID: cc embed morphs/embed_eye4  |  Range: [1.0, -1.0]
UI İsmi: Eye Lower Depth  |  Kod ID: 2017-02-05-16-54-21_eye lower depth  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Eye/Detail ==========
UI İsmi: Eyelid Lower Height  |  Kod ID: 2018-10-01-12-17-08_lower eyelid up  |  Range: [1.0, 0.0]
UI İsmi: Eyelid Lower Inner Height  |  Kod ID: 2018-10-01-11-56-26_eyelid bottom in height  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Forehead ==========
UI İsmi: Forehead Temple Width  |  Kod ID: cc embed morphs/embed_forehead2  |  Range: [1.0, 0.0]
UI İsmi: Forehead Curve  |  Kod ID: cc embed morphs/embed_forehead1  |  Range: [1.0, -1.0]

========== KATEGORİ: Actor/Head/Forehead/General ==========
UI İsmi: Forehead Temple Width  |  Kod ID: cc embed morphs/embed_forehead2  |  Range: [1.0, 0.0]
UI İsmi: Forehead Curve  |  Kod ID: cc embed morphs/embed_forehead1  |  Range: [1.0, -1.0]

========== KATEGORİ: Actor/Head/Full Head ==========
UI İsmi: CC3+_Neutral Female  |  Kod ID: 2019-11-11-15-30-40_cc3_dh_female_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Katherine_Head  |  Kod ID: 2020-05-12-16-02-47_cc3plus_female_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Jody_Head  |  Kod ID: 2019-11-07-11-38-08_digital female_head  |  Range: [1.0, 0.0]
UI İsmi: CC3_Base Female  |  Kod ID: 2018-09-20-17-10-06_cc3_female  |  Range: [1.0, 0.0]
UI İsmi: CC1_Base Female  |  Kod ID: cc embed morphs/embed_full_head1  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Neutral Male  |  Kod ID: 2019-11-11-15-43-00_cc3_dh_male_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Caleb_Head  |  Kod ID: 2020-05-12-16-04-56_cc3plus_male_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Kevin_Head  |  Kod ID: 2019-11-14-16-25-02_digital male_head  |  Range: [1.0, 0.0]
UI İsmi: CC3_Base Male  |  Kod ID: 2018-09-20-16-56-52_cc3_male_01  |  Range: [1.0, 0.0]
UI İsmi: CC1_Base Male  |  Kod ID: cc embed morphs/embed_full_head2  |  Range: [1.0, 0.0]
UI İsmi: Head Scale  |  Kod ID: cc embed morphs/embed_full_head9  |  Range: [1.0, -0.5]
UI İsmi: Head Outer Width  |  Kod ID: 2018-09-17-17-59-54_head_thinner  |  Range: [1.0, 0.0]
UI İsmi: Face Thin  |  Kod ID: cc embed morphs/embed_full_head3  |  Range: [1.0, 0.0]
UI İsmi: Face Heavy  |  Kod ID: cc embed morphs/embed_full_head4  |  Range: [1.0, -1.0]
UI İsmi: Face Angle  |  Kod ID: cc embed morphs/embed_full_head5  |  Range: [1.0, -1.0]
UI İsmi: Face Center Depth  |  Kod ID: cc embed morphs/embed_full_head6  |  Range: [1.0, -0.30000001192092896]
UI İsmi: Alika_Head  |  Kod ID: 2022-05-06-11-12-32_alika_head  |  Range: [1.0, 0.0]
UI İsmi: CC4 Camila_Head  |  Kod ID: 2022-05-04-11-07-44_cc4 camila_head  |  Range: [1.0, 0.0]
UI İsmi: CC4 Kevin_Head  |  Kod ID: 2022-05-09-17-57-41_cc4 kevin_head  |  Range: [1.0, 0.0]
UI İsmi: Eddy_Head  |  Kod ID: 2022-05-06-11-00-20_eddy_head  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral Female  |  Kod ID: 2023-12-19-14-03-19_toon neutral female_head  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral Male  |  Kod ID: 2023-12-19-12-33-35_toon neutral male_head  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Full Head/Character ==========
UI İsmi: CC3+_Neutral Female  |  Kod ID: 2019-11-11-15-30-40_cc3_dh_female_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Katherine_Head  |  Kod ID: 2020-05-12-16-02-47_cc3plus_female_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Jody_Head  |  Kod ID: 2019-11-07-11-38-08_digital female_head  |  Range: [1.0, 0.0]
UI İsmi: CC3_Base Female  |  Kod ID: 2018-09-20-17-10-06_cc3_female  |  Range: [1.0, 0.0]
UI İsmi: CC1_Base Female  |  Kod ID: cc embed morphs/embed_full_head1  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Neutral Male  |  Kod ID: 2019-11-11-15-43-00_cc3_dh_male_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Caleb_Head  |  Kod ID: 2020-05-12-16-04-56_cc3plus_male_head  |  Range: [1.0, 0.0]
UI İsmi: CC3+_Kevin_Head  |  Kod ID: 2019-11-14-16-25-02_digital male_head  |  Range: [1.0, 0.0]
UI İsmi: CC3_Base Male  |  Kod ID: 2018-09-20-16-56-52_cc3_male_01  |  Range: [1.0, 0.0]
UI İsmi: CC1_Base Male  |  Kod ID: cc embed morphs/embed_full_head2  |  Range: [1.0, 0.0]
UI İsmi: Alika_Head  |  Kod ID: 2022-05-06-11-12-32_alika_head  |  Range: [1.0, 0.0]
UI İsmi: CC4 Camila_Head  |  Kod ID: 2022-05-04-11-07-44_cc4 camila_head  |  Range: [1.0, 0.0]
UI İsmi: CC4 Kevin_Head  |  Kod ID: 2022-05-09-17-57-41_cc4 kevin_head  |  Range: [1.0, 0.0]
UI İsmi: Eddy_Head  |  Kod ID: 2022-05-06-11-00-20_eddy_head  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral Female  |  Kod ID: 2023-12-19-14-03-19_toon neutral female_head  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral Male  |  Kod ID: 2023-12-19-12-33-35_toon neutral male_head  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Full Head/General ==========
UI İsmi: Head Scale  |  Kod ID: cc embed morphs/embed_full_head9  |  Range: [1.0, -0.5]
UI İsmi: Head Outer Width  |  Kod ID: 2018-09-17-17-59-54_head_thinner  |  Range: [1.0, 0.0]
UI İsmi: Face Thin  |  Kod ID: cc embed morphs/embed_full_head3  |  Range: [1.0, 0.0]
UI İsmi: Face Heavy  |  Kod ID: cc embed morphs/embed_full_head4  |  Range: [1.0, -1.0]
UI İsmi: Face Angle  |  Kod ID: cc embed morphs/embed_full_head5  |  Range: [1.0, -1.0]
UI İsmi: Face Center Depth  |  Kod ID: cc embed morphs/embed_full_head6  |  Range: [1.0, -0.30000001192092896]

========== KATEGORİ: Actor/Head/Chin ==========
UI İsmi: Chin Height  |  Kod ID: cc embed morphs/embed_jaw5  |  Range: [1.0, 0.0]
UI İsmi: Chin Width  |  Kod ID: cc embed morphs/embed_jaw1  |  Range: [1.0, 0.0]
UI İsmi: Chin Depth A  |  Kod ID: cc embed morphs/embed_jaw4  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Chin/General ==========
UI İsmi: Chin Height  |  Kod ID: cc embed morphs/embed_jaw5  |  Range: [1.0, 0.0]
UI İsmi: Chin Width  |  Kod ID: cc embed morphs/embed_jaw1  |  Range: [1.0, 0.0]
UI İsmi: Chin Depth A  |  Kod ID: cc embed morphs/embed_jaw4  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Jaw ==========
UI İsmi: Jaw  Scale  |  Kod ID: cc embed morphs/embed_jaw3  |  Range: [1.0, 0.0]
UI İsmi: Jaw Height  |  Kod ID: 2018-09-17-14-32-27_jaw height  |  Range: [1.0, 0.0]
UI İsmi: Jaw Corner Height  |  Kod ID: cc embed morphs/embed_jaw2  |  Range: [1.0, 0.0]
UI İsmi: Jaw Outer Define  |  Kod ID: 2018-10-01-13-34-04_jaw define 02  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Jaw/General ==========
UI İsmi: Jaw  Scale  |  Kod ID: cc embed morphs/embed_jaw3  |  Range: [1.0, 0.0]
UI İsmi: Jaw Height  |  Kod ID: 2018-09-17-14-32-27_jaw height  |  Range: [1.0, 0.0]
UI İsmi: Jaw Corner Height  |  Kod ID: cc embed morphs/embed_jaw2  |  Range: [1.0, 0.0]
UI İsmi: Jaw Outer Define  |  Kod ID: 2018-10-01-13-34-04_jaw define 02  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Nose ==========
UI İsmi: Nose Scale  |  Kod ID: cc embed morphs/embed_nose5  |  Range: [1.0, 0.0]
UI İsmi: Nose Width  |  Kod ID: cc embed morphs/embed_nose7  |  Range: [1.0, 0.0]
UI İsmi: Nose Height  |  Kod ID: cc embed morphs/embed_nose4  |  Range: [1.0, 0.0]
UI İsmi: Nose Depth  |  Kod ID: cc embed morphs/embed_nose3  |  Range: [1.0, 0.0]
UI İsmi: Nose Ridge Upper Depth  |  Kod ID: cc embed morphs/embed_nose1  |  Range: [1.0, 0.0]
UI İsmi: Nose Ridge Curve A  |  Kod ID: cc embed morphs/embed_nose2  |  Range: [1.0, 0.0]
UI İsmi: Nose Tip Height  |  Kod ID: cc embed morphs/embed_nose6  |  Range: [1.0, 0.0]
UI İsmi: Nostril Width  |  Kod ID: cc embed morphs/embed_nose8  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Nose/Ridge ==========
UI İsmi: Nose Ridge Upper Depth  |  Kod ID: cc embed morphs/embed_nose1  |  Range: [1.0, 0.0]
UI İsmi: Nose Ridge Curve A  |  Kod ID: cc embed morphs/embed_nose2  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Nose/General ==========
UI İsmi: Nose Scale  |  Kod ID: cc embed morphs/embed_nose5  |  Range: [1.0, 0.0]
UI İsmi: Nose Width  |  Kod ID: cc embed morphs/embed_nose7  |  Range: [1.0, 0.0]
UI İsmi: Nose Height  |  Kod ID: cc embed morphs/embed_nose4  |  Range: [1.0, 0.0]
UI İsmi: Nose Depth  |  Kod ID: cc embed morphs/embed_nose3  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Nose/Tip ==========
UI İsmi: Nose Tip Height  |  Kod ID: cc embed morphs/embed_nose6  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Nose/Nostril ==========
UI İsmi: Nostril Width  |  Kod ID: cc embed morphs/embed_nose8  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Skull ==========
UI İsmi: Skull Height  |  Kod ID: cc embed morphs/embed_scalp1  |  Range: [1.0, -0.30000001192092896]
UI İsmi: Skull Width  |  Kod ID: cc embed morphs/embed_scalp2  |  Range: [1.0, -1.0]
UI İsmi: Skull Back Scale  |  Kod ID: cc embed morphs/embed_scalp3  |  Range: [1.0, -1.0]
UI İsmi: Skull Back Depth  |  Kod ID: cc embed morphs/embed_scalp4  |  Range: [1.0, -1.0]

========== KATEGORİ: Actor/Head/Skull/General ==========
UI İsmi: Skull Height  |  Kod ID: cc embed morphs/embed_scalp1  |  Range: [1.0, -0.30000001192092896]
UI İsmi: Skull Width  |  Kod ID: cc embed morphs/embed_scalp2  |  Range: [1.0, -1.0]
UI İsmi: Skull Back Scale  |  Kod ID: cc embed morphs/embed_scalp3  |  Range: [1.0, -1.0]
UI İsmi: Skull Back Depth  |  Kod ID: cc embed morphs/embed_scalp4  |  Range: [1.0, -1.0]

========== KATEGORİ: Actor/Head/Neck ==========
UI İsmi: Neck Scale  |  Kod ID: cc embed morphs/embed_torso110  |  Range: [1.0, 0.0]
UI İsmi: Neck Length  |  Kod ID: cc embed morphs/embed_torso109  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Neck/General ==========
UI İsmi: Neck Scale  |  Kod ID: cc embed morphs/embed_torso110  |  Range: [1.0, 0.0]
UI İsmi: Neck Length  |  Kod ID: cc embed morphs/embed_torso109  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/Head/Expressions ==========
UI İsmi: 01_Blink_L  |  Kod ID: 2022-02-02-14-22-45_01_blink_l  |  Range: [1.0, 0.0]
UI İsmi: 01_Depth  |  Kod ID: 2022-02-02-13-09-24_01_depth  |  Range: [1.0, 0.0]
UI İsmi: 01_Dimple_L_High  |  Kod ID: 2022-01-25-12-33-25_01_dimple_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Frown_L_High  |  Kod ID: 2022-01-25-12-15-57_01_frown_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Funnel_High  |  Kod ID: 2022-01-25-16-54-06_01_funnel_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Height  |  Kod ID: 2022-02-02-11-35-56_01_height  |  Range: [1.0, 0.0]
UI İsmi: 01_Height_L  |  Kod ID: 2022-02-02-13-57-42_01_height_l  |  Range: [1.0, 0.0]
UI İsmi: 01_Height_L  |  Kod ID: 2022-02-02-13-27-25_01_height_l  |  Range: [1.0, 0.0]
UI İsmi: 01_Inner_L_High  |  Kod ID: 2022-01-25-09-03-07_01_inner_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_L_High  |  Kod ID: 2022-01-31-10-59-25_01_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Nostril_Height_L  |  Kod ID: 2022-02-02-14-07-43_01_nostril_height_l  |  Range: [1.0, 0.0]
UI İsmi: 01_Open_High  |  Kod ID: 2022-02-02-09-28-53_01_open_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Pucker_High  |  Kod ID: 2022-01-25-16-23-02_01_pucker_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Raise_L_High  |  Kod ID: 2022-01-25-10-18-46_01_raise_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Shrug_Upper_High  |  Kod ID: 2022-01-31-11-51-51_01_shrug_upper_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Smile_L_High  |  Kod ID: 2022-01-25-11-49-57_01_smile_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Sneer_L_High  |  Kod ID: 2022-01-25-09-58-01_01_sneer_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Squint_L_High  |  Kod ID: 2022-01-25-09-27-41_01_squint_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Turn  |  Kod ID: 2022-02-02-13-53-22_01_turn  |  Range: [1.0, 0.0]
UI İsmi: 01_Up_High  |  Kod ID: 2022-01-31-11-25-35_01_up_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Up_L_High  |  Kod ID: 2022-01-25-09-43-24_01_up_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Up_Upper_L_High  |  Kod ID: 2022-01-31-14-04-21_01_up_upper_l_high  |  Range: [1.0, 0.0]
UI İsmi: 01_Width  |  Kod ID: 2022-02-02-11-42-24_01_width  |  Range: [1.0, 0.0]
UI İsmi: 02_Blink_R  |  Kod ID: 2022-02-02-14-23-22_02_blink_r  |  Range: [1.0, 0.0]
UI İsmi: 02_Corner_Height_L  |  Kod ID: 2022-02-02-11-37-17_02_corner_height_l  |  Range: [1.0, 0.0]
UI İsmi: 02_Dimple_R_High  |  Kod ID: 2022-01-25-12-33-57_02_dimple_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Down_High  |  Kod ID: 2022-01-31-11-26-07_02_down_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Frown_R_High  |  Kod ID: 2022-01-25-12-16-47_02_frown_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Funnel_Low  |  Kod ID: 2022-01-25-17-31-08_02_funnel_low  |  Range: [1.0, 0.0]
UI İsmi: 02_Height_R  |  Kod ID: 2022-02-02-13-58-30_02_height_r  |  Range: [1.0, 0.0]
UI İsmi: 02_Height_R  |  Kod ID: 2022-02-02-13-28-06_02_height_r  |  Range: [1.0, 0.0]
UI İsmi: 02_Inner_R_High  |  Kod ID: 2022-01-25-09-03-40_02_inner_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Nostril_Height_R  |  Kod ID: 2022-02-02-14-08-18_02_nostril_height_r  |  Range: [1.0, 0.0]
UI İsmi: 02_Open_Over  |  Kod ID: 2022-02-02-09-29-30_02_open_over  |  Range: [1.0, 0.0]
UI İsmi: 02_Pucker_Full  |  Kod ID: 2022-01-25-16-26-22_02_pucker_full  |  Range: [1.0, 0.0]
UI İsmi: 02_R_High  |  Kod ID: 2022-01-31-10-59-57_02_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Raise_R_High  |  Kod ID: 2022-01-25-10-19-44_02_raise_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Shrug_Lower_High  |  Kod ID: 2022-01-31-11-52-28_02_shrug_lower_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Smile_R_High  |  Kod ID: 2022-01-25-11-50-30_02_smile_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Sneer_R_High  |  Kod ID: 2022-01-25-09-58-30_02_sneer_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Squint_R_High  |  Kod ID: 2022-01-25-09-28-06_02_squint_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Twist  |  Kod ID: 2022-02-02-13-54-03_02_twist  |  Range: [1.0, 0.0]
UI İsmi: 02_Up_R_High  |  Kod ID: 2022-01-25-09-43-44_02_up_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Up_Upper_R_High  |  Kod ID: 2022-01-31-14-05-14_02_up_upper_r_high  |  Range: [1.0, 0.0]
UI İsmi: 02_Upper_Depth  |  Kod ID: 2022-02-02-13-10-16_02_upper_depth  |  Range: [1.0, 0.0]
UI İsmi: 02_Width_L  |  Kod ID: 2022-02-02-11-42-45_02_width_l  |  Range: [1.0, 0.0]
UI İsmi: 03_Corner_Height_R  |  Kod ID: 2022-02-02-11-37-53_03_corner_height_r  |  Range: [1.0, 0.0]
UI İsmi: 03_Dimple_L_Tight  |  Kod ID: 2022-01-25-12-34-58_03_dimple_l_tight  |  Range: [1.0, 0.0]
UI İsmi: 03_Down_Lower_L_High  |  Kod ID: 2022-01-31-14-07-15_03_down_lower_l_high  |  Range: [1.0, 0.0]
UI İsmi: 03_Frown_L_Low  |  Kod ID: 2022-01-25-12-17-49_03_frown_l_low  |  Range: [1.0, 0.0]
UI İsmi: 03_Funnel_Tight  |  Kod ID: 2022-01-25-17-35-19_03_funnel_tight  |  Range: [1.0, 0.0]
UI İsmi: 03_Inner_L  |  Kod ID: 2022-02-02-13-29-45_03_inner_l  |  Range: [1.0, 0.0]
UI İsmi: 03_Inner_L_Compress  |  Kod ID: 2022-01-25-09-04-36_03_inner_l_compress  |  Range: [1.0, 0.0]
UI İsmi: 03_L_Up  |  Kod ID: 2022-01-31-11-01-10_03_l_up  |  Range: [1.0, 0.0]
UI İsmi: 03_Lower_Depth  |  Kod ID: 2022-02-02-13-10-41_03_lower_depth  |  Range: [1.0, 0.0]
UI İsmi: 03_Nostril_Width_L  |  Kod ID: 2022-02-02-14-08-43_03_nostril_width_l  |  Range: [1.0, 0.0]
UI İsmi: 03_Open_Under  |  Kod ID: 2022-02-02-09-29-52_03_open_under  |  Range: [1.0, 0.0]
UI İsmi: 03_Pucker_Tight  |  Kod ID: 2022-01-25-16-30-22_03_pucker_tight  |  Range: [1.0, 0.0]
UI İsmi: 03_Raise_L_All  |  Kod ID: 2022-01-25-10-50-22_03_raise_l_all  |  Range: [1.0, 0.0]
UI İsmi: 03_Shrug_Upper_All  |  Kod ID: 2022-01-31-12-43-21_03_shrug_upper_all  |  Range: [1.0, 0.0]
UI İsmi: 03_Smile_L_Low  |  Kod ID: 2022-01-25-11-51-16_03_smile_l_low  |  Range: [1.0, 0.0]
UI İsmi: 03_Sneer_L_Drop  |  Kod ID: 2022-01-25-10-00-47_03_sneer_l_drop  |  Range: [1.0, 0.0]
UI İsmi: 03_Squint_L_Wide  |  Kod ID: 2022-01-25-09-29-07_03_squint_l_wide  |  Range: [1.0, 0.0]
UI İsmi: 03_Up_L_Out  |  Kod ID: 2022-01-25-09-44-16_03_up_l_out  |  Range: [1.0, 0.0]
UI İsmi: 03_Up_Tight  |  Kod ID: 2022-01-31-11-27-08_03_up_tight  |  Range: [1.0, 0.0]
UI İsmi: 03_Upper_Depth_L  |  Kod ID: 2022-02-02-13-59-10_03_upper_depth_l  |  Range: [1.0, 0.0]
UI İsmi: 03_Wide_Squint_L  |  Kod ID: 2022-02-02-14-24-08_03_wide_squint_l  |  Range: [1.0, 0.0]
UI İsmi: 03_Width_R  |  Kod ID: 2022-02-02-11-43-08_03_width_r  |  Range: [1.0, 0.0]
UI İsmi: 04_Dimple_R_Tight  |  Kod ID: 2022-01-25-12-35-30_04_dimple_r_tight  |  Range: [1.0, 0.0]
UI İsmi: 04_Down_Lower_R_High  |  Kod ID: 2022-01-31-14-07-41_down_lower_r_high  |  Range: [1.0, 0.0]
UI İsmi: 04_Down_Tight  |  Kod ID: 2022-01-31-11-27-34_04_down_tight  |  Range: [1.0, 0.0]
UI İsmi: 04_Frown_R_Low  |  Kod ID: 2022-01-25-12-18-26_04_frown_r_low  |  Range: [1.0, 0.0]
